customer_name,product_name,revenue,discount,order_date
Cliente Piloto 112 S/A,Item SKU Industrial 483,1164.02,0.0,2024-01-05
Cliente Piloto 13 S/A,Item SKU Industrial 224,672.48,0.0,2024-01-05
Cliente Piloto 137 S/A,Item SKU Industrial 320,877.3,0.0,2024-01-05
Cliente Piloto 244 S/A,Item SKU Industrial 362,508.5,0.0,2024-01-05
Cliente Piloto 164 S/A,Item SKU Industrial 354,831.82,0.0,2024-01-05
Cliente Piloto 86 S/A,Item SKU Industrial 491,4921.74,0.0,2024-01-05
Cliente Piloto 234 S/A,Item SKU Industrial 473,3500.84,0.0,2024-01-05
Cliente Piloto 90 S/A,Item SKU Industrial 10,9834.28,0.0,2024-01-05
Cliente Piloto 58 S/A,Item SKU Industrial 405,654.92,0.0,2024-01-05
Cliente Piloto 54 S/A,Item SKU Industrial 384,6930.0,0.0,2024-01-05
Cliente Piloto 12 S/A,Item SKU Industrial 302,278.2,0.0,2024-01-05
Cliente Piloto 209 S/A,Item SKU Industrial 231,2463.36,0.0,2024-01-05
Cliente Piloto 206 S/A,Item SKU Industrial 219,2576.7,0.0,2024-01-05
Cliente Piloto 202 S/A,Item SKU Industrial 359,5568.76,0.0,2024-01-06
Cliente Piloto 38 S/A,Item SKU Industrial 405,654.92,0.0,2024-01-06
Cliente Piloto 186 S/A,Item SKU Industrial 3,324.72,0.0,2024-01-07
Cliente Piloto 55 S/A,Item SKU Industrial 216,1102.28,0.0,2024-01-07
Cliente Piloto 244 S/A,Item SKU Industrial 229,717.9,0.0,2024-01-07
Cliente Piloto 132 S/A,Item SKU Industrial 336,4035.78,0.0,2024-01-07
Cliente Piloto 183 S/A,Item SKU Industrial 403,5458.32,0.0,2024-01-08
Cliente Piloto 113 S/A,Item SKU Industrial 305,4664.1,0.0,2024-01-08
Cliente Piloto 183 S/A,Item SKU Industrial 319,309.84,0.0,2024-01-08
Cliente Piloto 225 S/A,Item SKU Industrial 366,4848.99,0.0,2024-01-08
Cliente Piloto 146 S/A,Item SKU Industrial 211,716.66,0.0,2024-01-08
Cliente Piloto 63 S/A,Item SKU Industrial 406,2063.6,0.0,2024-01-08
Cliente Piloto 116 S/A,Item SKU Industrial 152,3524.82,0.0,2024-01-08
Cliente Piloto 113 S/A,Item SKU Industrial 109,1423.35,0.0,2024-01-08
Cliente Piloto 220 S/A,Item SKU Industrial 76,6114.94,0.0,2024-01-08
Cliente Piloto 47 S/A,Item SKU Industrial 30,1085.76,0.0,2024-01-08
Cliente Piloto 203 S/A,Item SKU Industrial 314,1150.6,0.0,2024-01-08
Cliente Piloto 57 S/A,Item SKU Industrial 486,2341.0,0.0,2024-01-08
Cliente Piloto 118 S/A,Item SKU Industrial 117,465.57,0.0,2024-01-08
Cliente Piloto 45 S/A,Item SKU Industrial 415,5868.46,0.0,2024-01-08
Cliente Piloto 161 S/A,Item SKU Industrial 356,1587.56,0.0,2024-01-08
Cliente Piloto 145 S/A,Item SKU Industrial 192,4150.3,0.0,2024-01-08
Cliente Piloto 198 S/A,Item SKU Industrial 19,7040.7,0.0,2024-01-08
Cliente Piloto 4 S/A,Item SKU Industrial 432,18834.75,0.0,2024-01-08
Cliente Piloto 148 S/A,Item SKU Industrial 173,1062.12,0.0,2024-01-08
Cliente Piloto 240 S/A,Item SKU Industrial 228,666.74,0.0,2024-01-08
Cliente Piloto 47 S/A,Item SKU Industrial 350,6217.2,0.0,2024-01-08
Cliente Piloto 24 S/A,Item SKU Industrial 35,170.52,0.0,2024-01-09
Cliente Piloto 57 S/A,Item SKU Industrial 302,973.7,0.0,2024-01-09
Cliente Piloto 100 S/A,Item SKU Industrial 410,1121.68,0.0,2024-01-09
Cliente Piloto 70 S/A,Item SKU Industrial 499,1243.48,0.0,2024-01-09
Cliente Piloto 41 S/A,Item SKU Industrial 69,794.6,0.0,2024-01-09
Cliente Piloto 182 S/A,Item SKU Industrial 349,3403.36,0.0,2024-01-09
Cliente Piloto 174 S/A,Item SKU Industrial 320,452.8,0.0,2024-01-09
Cliente Piloto 60 S/A,Item SKU Industrial 421,9873.5,0.0,2024-01-09
Cliente Piloto 108 S/A,Item SKU Industrial 468,1655.22,0.0,2024-01-09
Cliente Piloto 188 S/A,Item SKU Industrial 49,2807.75,0.0,2024-01-09
Cliente Piloto 57 S/A,Item SKU Industrial 405,2128.49,0.0,2024-01-09
Cliente Piloto 31 S/A,Item SKU Industrial 74,484.8,0.0,2024-01-09
Cliente Piloto 84 S/A,Item SKU Industrial 192,3726.8,0.0,2024-01-09
Cliente Piloto 152 S/A,Item SKU Industrial 261,890.73,0.0,2024-01-09
Cliente Piloto 217 S/A,Item SKU Industrial 356,1661.4,0.0,2024-01-09
Cliente Piloto 36 S/A,Item SKU Industrial 70,9408.24,0.0,2024-01-09
Cliente Piloto 213 S/A,Item SKU Industrial 90,21552.03,0.0,2024-01-09
Cliente Piloto 158 S/A,Item SKU Industrial 260,540.0,0.0,2024-01-09
Cliente Piloto 152 S/A,Item SKU Industrial 126,3414.24,0.0,2024-01-09
Cliente Piloto 108 S/A,Item SKU Industrial 231,4413.52,0.0,2024-01-09
Cliente Piloto 106 S/A,Item SKU Industrial 295,1267.14,0.0,2024-01-09
Cliente Piloto 158 S/A,Item SKU Industrial 498,659.68,0.0,2024-01-09
Cliente Piloto 86 S/A,Item SKU Industrial 419,5009.4,0.0,2024-01-09
Cliente Piloto 220 S/A,Item SKU Industrial 129,7077.78,0.0,2024-01-09
Cliente Piloto 58 S/A,Item SKU Industrial 466,491.18,0.0,2024-01-10
Cliente Piloto 21 S/A,Item SKU Industrial 160,7583.07,0.0,2024-01-10
Cliente Piloto 82 S/A,Item SKU Industrial 248,317.68,0.0,2024-01-10
Cliente Piloto 69 S/A,Item SKU Industrial 203,16873.5,0.0,2024-01-10
Cliente Piloto 131 S/A,Item SKU Industrial 148,3748.92,0.0,2024-01-10
Cliente Piloto 87 S/A,Item SKU Industrial 472,514.36,0.0,2024-01-10
Cliente Piloto 218 S/A,Item SKU Industrial 143,8565.15,0.0,2024-01-10
Cliente Piloto 165 S/A,Item SKU Industrial 432,7115.35,0.0,2024-01-10
Cliente Piloto 216 S/A,Item SKU Industrial 199,3743.04,0.0,2024-01-10
Cliente Piloto 49 S/A,Item SKU Industrial 405,5566.82,0.0,2024-01-10
Cliente Piloto 147 S/A,Item SKU Industrial 426,5439.28,0.0,2024-01-10
Cliente Piloto 115 S/A,Item SKU Industrial 154,804.1,0.0,2024-01-10
Cliente Piloto 89 S/A,Item SKU Industrial 492,1447.71,0.0,2024-01-10
Cliente Piloto 85 S/A,Item SKU Industrial 376,1117.35,0.0,2024-01-10
Cliente Piloto 128 S/A,Item SKU Industrial 384,7623.0,0.0,2024-01-10
Cliente Piloto 140 S/A,Item SKU Industrial 142,3961.65,0.0,2024-01-10
Cliente Piloto 249 S/A,Item SKU Industrial 313,1007.59,0.0,2024-01-10
Cliente Piloto 189 S/A,Item SKU Industrial 165,1045.16,0.0,2024-01-10
Cliente Piloto 112 S/A,Item SKU Industrial 65,227.3,0.0,2024-01-11
Cliente Piloto 179 S/A,Item SKU Industrial 330,693.7,0.0,2024-01-11
Cliente Piloto 125 S/A,Item SKU Industrial 341,19986.12,0.0,2024-01-11
Cliente Piloto 167 S/A,Item SKU Industrial 5,1909.12,0.0,2024-01-11
Cliente Piloto 86 S/A,Item SKU Industrial 2,2026.71,0.0,2024-01-11
Cliente Piloto 76 S/A,Item SKU Industrial 22,6367.83,0.0,2024-01-11
Cliente Piloto 88 S/A,Item SKU Industrial 112,339.6,0.0,2024-01-11
Cliente Piloto 239 S/A,Item SKU Industrial 57,5850.26,0.0,2024-01-11
Cliente Piloto 168 S/A,Item SKU Industrial 66,93.2,0.0,2024-01-11
Cliente Piloto 38 S/A,Item SKU Industrial 330,911.72,0.0,2024-01-11
Cliente Piloto 188 S/A,Item SKU Industrial 98,365.64,0.0,2024-01-11
Cliente Piloto 59 S/A,Item SKU Industrial 144,9969.6,0.0,2024-01-11
Cliente Piloto 131 S/A,Item SKU Industrial 214,152.75,0.0,2024-01-12
Cliente Piloto 200 S/A,Item SKU Industrial 116,1113.53,0.0,2024-01-12
Cliente Piloto 44 S/A,Item SKU Industrial 92,725.64,0.0,2024-01-12
Cliente Piloto 97 S/A,Item SKU Industrial 270,291.3,0.0,2024-01-12
Cliente Piloto 42 S/A,Item SKU Industrial 411,2949.04,0.0,2024-01-12
Cliente Piloto 244 S/A,Item SKU Industrial 381,5928.0,0.0,2024-01-12
Cliente Piloto 227 S/A,Item SKU Industrial 489,2721.04,0.0,2024-01-12
Cliente Piloto 6 S/A,Item SKU Industrial 168,2006.54,0.0,2024-01-12
Cliente Piloto 167 S/A,Item SKU Industrial 58,5559.84,0.0,2024-01-12
Cliente Piloto 180 S/A,Item SKU Industrial 284,6132.01,0.0,2024-01-12
Cliente Piloto 23 S/A,Item SKU Industrial 26,552.93,0.0,2024-01-12
Cliente Piloto 89 S/A,Item SKU Industrial 369,918.32,0.0,2024-01-12
Cliente Piloto 123 S/A,Item SKU Industrial 447,96.3,0.0,2024-01-12
Cliente Piloto 178 S/A,Item SKU Industrial 66,1095.1,0.0,2024-01-12
Cliente Piloto 171 S/A,Item SKU Industrial 409,1104.45,0.0,2024-01-12
Cliente Piloto 147 S/A,Item SKU Industrial 248,3812.16,0.0,2024-01-12
Cliente Piloto 40 S/A,Item SKU Industrial 365,647.76,0.0,2024-01-13
Cliente Piloto 230 S/A,Item SKU Industrial 259,4585.41,0.0,2024-01-13
Cliente Piloto 161 S/A,Item SKU Industrial 283,2485.44,0.0,2024-01-13
Cliente Piloto 220 S/A,Item SKU Industrial 114,22108.8,0.0,2024-01-13
Cliente Piloto 129 S/A,Item SKU Industrial 363,11369.63,0.0,2024-01-13
Cliente Piloto 119 S/A,Item SKU Industrial 375,5331.88,0.0,2024-01-14
Cliente Piloto 245 S/A,Item SKU Industrial 16,2834.2,0.0,2024-01-14
Cliente Piloto 21 S/A,Item SKU Industrial 129,7339.92,0.0,2024-01-14
Cliente Piloto 158 S/A,Item SKU Industrial 63,10213.64,0.0,2024-01-14
Cliente Piloto 13 S/A,Item SKU Industrial 109,4902.65,0.0,2024-01-14
Cliente Piloto 172 S/A,Item SKU Industrial 325,3577.86,0.0,2024-01-15
Cliente Piloto 121 S/A,Item SKU Industrial 25,4634.49,0.0,2024-01-15
Cliente Piloto 139 S/A,Item SKU Industrial 131,1281.7,0.0,2024-01-15
Cliente Piloto 194 S/A,Item SKU Industrial 353,8428.94,0.0,2024-01-15
Cliente Piloto 175 S/A,Item SKU Industrial 196,4847.43,0.0,2024-01-15
Cliente Piloto 108 S/A,Item SKU Industrial 281,1432.09,0.0,2024-01-15
Cliente Piloto 108 S/A,Item SKU Industrial 404,3617.28,0.0,2024-01-15
Cliente Piloto 201 S/A,Item SKU Industrial 418,1273.25,0.0,2024-01-15
Cliente Piloto 213 S/A,Item SKU Industrial 154,430.1,0.0,2024-01-15
Cliente Piloto 216 S/A,Item SKU Industrial 382,7448.16,0.0,2024-01-15
Cliente Piloto 226 S/A,Item SKU Industrial 133,5925.7,0.0,2024-01-15
Cliente Piloto 214 S/A,Item SKU Industrial 227,1002.66,0.0,2024-01-15
Cliente Piloto 131 S/A,Item SKU Industrial 189,61.0,0.0,2024-01-15
Cliente Piloto 76 S/A,Item SKU Industrial 476,898.04,0.0,2024-01-15
Cliente Piloto 220 S/A,Item SKU Industrial 477,2397.12,0.0,2024-01-15
Cliente Piloto 30 S/A,Item SKU Industrial 265,2431.5,0.0,2024-01-15
Cliente Piloto 218 S/A,Item SKU Industrial 372,1239.75,0.0,2024-01-15
Cliente Piloto 240 S/A,Item SKU Industrial 486,6320.7,0.0,2024-01-15
Cliente Piloto 21 S/A,Item SKU Industrial 434,3496.5,0.0,2024-01-15
Cliente Piloto 156 S/A,Item SKU Industrial 134,15139.08,0.0,2024-01-15
Cliente Piloto 248 S/A,Item SKU Industrial 211,1023.8,0.0,2024-01-15
Cliente Piloto 218 S/A,Item SKU Industrial 60,370.88,0.0,2024-01-15
Cliente Piloto 191 S/A,Item SKU Industrial 248,3653.32,0.0,2024-01-16
Cliente Piloto 67 S/A,Item SKU Industrial 156,3659.88,0.0,2024-01-16
Cliente Piloto 4 S/A,Item SKU Industrial 47,8777.52,0.0,2024-01-16
Cliente Piloto 186 S/A,Item SKU Industrial 423,1618.92,0.0,2024-01-16
Cliente Piloto 153 S/A,Item SKU Industrial 454,3580.71,0.0,2024-01-16
Cliente Piloto 47 S/A,Item SKU Industrial 201,17859.27,0.0,2024-01-16
Cliente Piloto 38 S/A,Item SKU Industrial 148,4820.04,0.0,2024-01-16
Cliente Piloto 143 S/A,Item SKU Industrial 124,19590.9,0.0,2024-01-16
Cliente Piloto 191 S/A,Item SKU Industrial 1,879.06,0.0,2024-01-16
Cliente Piloto 21 S/A,Item SKU Industrial 456,722.4,0.0,2024-01-16
Cliente Piloto 227 S/A,Item SKU Industrial 247,814.14,0.0,2024-01-16
Cliente Piloto 57 S/A,Item SKU Industrial 343,16928.34,0.0,2024-01-16
Cliente Piloto 117 S/A,Item SKU Industrial 128,393.36,0.0,2024-01-16
Cliente Piloto 150 S/A,Item SKU Industrial 91,1126.58,0.0,2024-01-17
Cliente Piloto 176 S/A,Item SKU Industrial 354,1663.64,0.0,2024-01-17
Cliente Piloto 249 S/A,Item SKU Industrial 376,1031.4,0.0,2024-01-17
Cliente Piloto 83 S/A,Item SKU Industrial 46,9809.2,0.0,2024-01-17
Cliente Piloto 110 S/A,Item SKU Industrial 38,7840.23,0.0,2024-01-17
Cliente Piloto 179 S/A,Item SKU Industrial 142,2425.5,0.0,2024-01-17
Cliente Piloto 131 S/A,Item SKU Industrial 100,1102.68,0.0,2024-01-17
Cliente Piloto 170 S/A,Item SKU Industrial 328,2361.48,0.0,2024-01-17
Cliente Piloto 19 S/A,Item SKU Industrial 190,1868.75,0.0,2024-01-17
Cliente Piloto 201 S/A,Item SKU Industrial 35,341.04,0.0,2024-01-17
Cliente Piloto 28 S/A,Item SKU Industrial 147,901.12,0.0,2024-01-17
Cliente Piloto 212 S/A,Item SKU Industrial 30,2375.1,0.0,2024-01-17
Cliente Piloto 173 S/A,Item SKU Industrial 334,2217.28,0.0,2024-01-17
Cliente Piloto 71 S/A,Item SKU Industrial 84,261.66,0.0,2024-01-17
Cliente Piloto 206 S/A,Item SKU Industrial 369,3443.7,0.0,2024-01-17
Cliente Piloto 63 S/A,Item SKU Industrial 281,1249.27,0.0,2024-01-17
Cliente Piloto 73 S/A,Item SKU Industrial 424,755.72,0.0,2024-01-17
Cliente Piloto 124 S/A,Item SKU Industrial 344,119.64,0.0,2024-01-17
Cliente Piloto 119 S/A,Item SKU Industrial 270,815.64,0.0,2024-01-17
Cliente Piloto 121 S/A,Item SKU Industrial 154,149.6,0.0,2024-01-17
Cliente Piloto 19 S/A,Item SKU Industrial 102,43.0,0.0,2024-01-17
Cliente Piloto 175 S/A,Item SKU Industrial 215,1423.11,0.0,2024-01-17
Cliente Piloto 149 S/A,Item SKU Industrial 120,103.46,0.0,2024-01-18
Cliente Piloto 69 S/A,Item SKU Industrial 127,1001.68,0.0,2024-01-18
Cliente Piloto 48 S/A,Item SKU Industrial 255,2413.8,0.0,2024-01-18
Cliente Piloto 20 S/A,Item SKU Industrial 183,330.74,0.0,2024-01-18
Cliente Piloto 101 S/A,Item SKU Industrial 16,33301.85,0.0,2024-01-18
Cliente Piloto 195 S/A,Item SKU Industrial 477,8716.8,0.0,2024-01-18
Cliente Piloto 172 S/A,Item SKU Industrial 62,255.96,0.0,2024-01-18
Cliente Piloto 161 S/A,Item SKU Industrial 369,1377.48,0.0,2024-01-18
Cliente Piloto 245 S/A,Item SKU Industrial 432,19253.3,0.0,2024-01-18
Cliente Piloto 201 S/A,Item SKU Industrial 158,40618.81,0.0,2024-01-18
Cliente Piloto 189 S/A,Item SKU Industrial 268,684.45,0.0,2024-01-18
Cliente Piloto 137 S/A,Item SKU Industrial 35,998.76,0.0,2024-01-18
Cliente Piloto 68 S/A,Item SKU Industrial 267,1297.89,0.0,2024-01-18
Cliente Piloto 35 S/A,Item SKU Industrial 64,5037.5,0.0,2024-01-18
Cliente Piloto 209 S/A,Item SKU Industrial 494,8898.36,0.0,2024-01-18
Cliente Piloto 226 S/A,Item SKU Industrial 50,415.58,0.0,2024-01-18
Cliente Piloto 216 S/A,Item SKU Industrial 469,19876.0,0.0,2024-01-18
Cliente Piloto 224 S/A,Item SKU Industrial 255,1126.44,0.0,2024-01-18
Cliente Piloto 87 S/A,Item SKU Industrial 157,49434.8,0.0,2024-01-19
Cliente Piloto 166 S/A,Item SKU Industrial 179,1868.58,0.0,2024-01-19
Cliente Piloto 6 S/A,Item SKU Industrial 132,13046.25,0.0,2024-01-19
Cliente Piloto 214 S/A,Item SKU Industrial 311,6338.4,0.0,2024-01-19
Cliente Piloto 153 S/A,Item SKU Industrial 455,4512.6,0.0,2024-01-19
Cliente Piloto 210 S/A,Item SKU Industrial 348,406.4,0.0,2024-01-19
Cliente Piloto 145 S/A,Item SKU Industrial 28,5662.44,0.0,2024-01-19
Cliente Piloto 61 S/A,Item SKU Industrial 260,351.0,0.0,2024-01-19
Cliente Piloto 12 S/A,Item SKU Industrial 406,7128.8,0.0,2024-01-19
Cliente Piloto 6 S/A,Item SKU Industrial 76,11524.31,0.0,2024-01-19
Cliente Piloto 218 S/A,Item SKU Industrial 429,6899.08,0.0,2024-01-19
Cliente Piloto 27 S/A,Item SKU Industrial 67,32208.68,0.0,2024-01-19
Cliente Piloto 136 S/A,Item SKU Industrial 342,2210.72,0.0,2024-01-19
Cliente Piloto 211 S/A,Item SKU Industrial 492,1518.33,0.0,2024-01-19
Cliente Piloto 124 S/A,Item SKU Industrial 194,7235.2,0.0,2024-01-19
Cliente Piloto 106 S/A,Item SKU Industrial 472,771.54,0.0,2024-01-19
Cliente Piloto 193 S/A,Item SKU Industrial 162,7649.72,0.0,2024-01-19
Cliente Piloto 185 S/A,Item SKU Industrial 347,1559.61,0.0,2024-01-19
Cliente Piloto 93 S/A,Item SKU Industrial 439,8199.45,0.0,2024-01-19
Cliente Piloto 109 S/A,Item SKU Industrial 361,15904.42,0.0,2024-01-19
Cliente Piloto 241 S/A,Item SKU Industrial 257,14631.54,0.0,2024-01-19
Cliente Piloto 99 S/A,Item SKU Industrial 72,27963.76,0.0,2024-01-19
Cliente Piloto 37 S/A,Item SKU Industrial 344,1465.59,0.0,2024-01-20
Cliente Piloto 192 S/A,Item SKU Industrial 41,1885.75,0.0,2024-01-21
Cliente Piloto 11 S/A,Item SKU Industrial 39,1515.8,0.0,2024-01-21
Cliente Piloto 238 S/A,Item SKU Industrial 397,3783.78,0.0,2024-01-21
Cliente Piloto 175 S/A,Item SKU Industrial 168,2006.54,0.0,2024-01-22
Cliente Piloto 84 S/A,Item SKU Industrial 108,1009.2,0.0,2024-01-22
Cliente Piloto 82 S/A,Item SKU Industrial 19,469.38,0.0,2024-01-22
Cliente Piloto 146 S/A,Item SKU Industrial 332,752.07,0.0,2024-01-22
Cliente Piloto 194 S/A,Item SKU Industrial 72,8454.16,0.0,2024-01-22
Cliente Piloto 68 S/A,Item SKU Industrial 456,481.6,0.0,2024-01-22
Cliente Piloto 222 S/A,Item SKU Industrial 445,997.36,0.0,2024-01-22
Cliente Piloto 161 S/A,Item SKU Industrial 109,2846.7,0.0,2024-01-22
Cliente Piloto 127 S/A,Item SKU Industrial 268,410.67,0.0,2024-01-22
Cliente Piloto 164 S/A,Item SKU Industrial 445,2778.36,0.0,2024-01-22
Cliente Piloto 82 S/A,Item SKU Industrial 240,8966.16,0.0,2024-01-22
Cliente Piloto 229 S/A,Item SKU Industrial 417,427.11,0.0,2024-01-22
Cliente Piloto 147 S/A,Item SKU Industrial 301,12316.0,0.0,2024-01-22
Cliente Piloto 239 S/A,Item SKU Industrial 90,3007.26,0.0,2024-01-22
Cliente Piloto 156 S/A,Item SKU Industrial 103,3538.89,0.0,2024-01-22
Cliente Piloto 168 S/A,Item SKU Industrial 476,40.82,0.0,2024-01-22
Cliente Piloto 84 S/A,Item SKU Industrial 250,4479.05,0.0,2024-01-22
Cliente Piloto 113 S/A,Item SKU Industrial 453,2808.96,0.0,2024-01-22
Cliente Piloto 225 S/A,Item SKU Industrial 8,476.13,0.0,2024-01-22
Cliente Piloto 76 S/A,Item SKU Industrial 153,926.56,0.0,2024-01-22
Cliente Piloto 122 S/A,Item SKU Industrial 347,1199.7,0.0,2024-01-22
Cliente Piloto 243 S/A,Item SKU Industrial 174,4807.6,0.0,2024-01-22
Cliente Piloto 143 S/A,Item SKU Industrial 343,1025.96,0.0,2024-01-22
Cliente Piloto 41 S/A,Item SKU Industrial 158,14691.91,0.0,2024-01-22
Cliente Piloto 167 S/A,Item SKU Industrial 493,1644.92,0.0,2024-01-22
Cliente Piloto 2 S/A,Item SKU Industrial 431,2520.24,0.0,2024-01-22
Cliente Piloto 191 S/A,Item SKU Industrial 215,1214.85,0.0,2024-01-22
Cliente Piloto 29 S/A,Item SKU Industrial 177,12761.11,0.0,2024-01-22
Cliente Piloto 73 S/A,Item SKU Industrial 474,3668.16,0.0,2024-01-23
Cliente Piloto 181 S/A,Item SKU Industrial 357,9459.72,0.0,2024-01-23
Cliente Piloto 230 S/A,Item SKU Industrial 213,1013.1,0.0,2024-01-23
Cliente Piloto 122 S/A,Item SKU Industrial 62,511.92,0.0,2024-01-23
Cliente Piloto 30 S/A,Item SKU Industrial 49,4380.09,0.0,2024-01-23
